Colonne1;year;record_number;pages;catalogue_title;authors
74737;1981;44585;[6, 7, 8, 9, 10, 11];Ecology: the genesis of a science of man and nature;Di Castri, Francesco
74737;1981;44586;[13, 14, 15, 16];The Tropical forest: a rich but fragile resource;Golley, Frank B.|Hadley, Malcolm
74737;1981;44587;[18, 19, 20, 21, 22];Marginal lands: inhospitable 'fringe' regions ingeniously turned to human advantage;Ayyad, Mohamed|Glaser, Gisbert
74737;1981;44588;[23];Cities in crisis;Giacomini, Valerio
74737;1981;44590;[24, 25, 26, 27];The Ecology of megalopolis;Boyden, Stephen|Celecia, Stephen
74737;1981;44591;[28, 29, 34];Conservation for development;Lusigi, Walter J.|Robertson, Jane
74737;1981;44592;[30, 31];Biosphere reserves in the USSR;Sokolov, Vladimir E.|Gounin, Piotr
74737;1981;44594;[34];MAB: perspectives and prospects;Slatyer, R.O.
74737;1981;44595;[4, 5];Man and the Biosphere: the first ten years of UNESCO's environmental programme;
74776;1979;44602;[20, 21, 22, 23, 24, 25];A Medical thesaurus from the roof of the world;Khundanova, Lydia
74776;1979;44605;[25, 26, 27, 28];China: a new medicine born of tradition;Wei Wen
74776;1979;44607;[29, 30, 31, 32];Neptune's pharmacopoeia;Piattelli, Mario
74776;1979;44609;[33, 34];Mexican plants and human fertility;Crabbé, Pierre
74776;1979;44611;[35, 36, 37, 38];Plant prophylactics from tropical Brazil;Gottlieb, Otto R.|Mors, Walter B.
74776;1979;44612;[38, 39];Herbal therapy in the war on drug addiction;
74776;1979;44613;[39, 40, 41];Bulgaria's folk remedies stand the test of time;Petkov, Vesselin
74777;1979;44634;[6, 7, 8, 9, 10, 11, 70];"A Continent viewed from within; Africa and its history";Ki-Zerbo, Joseph
74777;1979;44639;[12, 13, 14, 15, 16];Africa's dialogue with time;Hama, Boubou|Ki-Zerbo, Joseph
74777;1979;44650;[16, 17, 18, 19, 20, 21, 22, 23];"Tongues that span the centuries; the faithful guardians of Africa's oral tradition";Bâ, Amadou Hampâté
74777;1979;44662;[24, 25, 26];The Hamitic myth exploded: modern findings have refuted a once-prevalent theory on the peopling of the African continent;Olderogge, Dmitri A.
74777;1979;44663;[27, 28, 29, 30, 31, 32, 33, 34];Old masters of the new Stone age: rock paintings that present a dazzling pageant of African prehistory;Ki-Zerbo, Joseph
74777;1979;44664;[39, 42, 43];The Cradle of mankind;Ki-Zerbo, Joseph
74777;1979;44665;[47, 48, 49, 50, 51, 54];Inventors and technologists of pharaonic Egypt;El-Nadoury, Rashid|Vercoutter, Jean
74777;1979;44666;[55, 56, 57];The Empire of Kush: an original civilization which flourished for a thousand years in ancient Nubia;Leclant, Jean
74777;1979;44667;[58, 59];"The Matriarchs of Meroe; a powerful line of queens who ruled the Kushite Empire";Hakem, Ahmed M. Ali|Hrbek, Ivan|Vercoutter, Jean
74777;1979;44668;[60, 61, 62, 63, 64, 65];Sundiata and Mansa Musa: architects of Mali's golden empire;Niane, Djibril Tamsir
74777;1979;44674;[66, 67, 68, 69];The Shaping of Swahili civilization;Matveiev, Victor V.
74777;1979;44679;[40, 41, 44, 45];African prehistory and the evolution of man;
74739;1981;44690;[4, 5, 6, 7, 8, 9, 10, 11];Bulgaria: a modern nation salutes its past;Stancheva, Magdalina
74739;1981;44733;[15, 16, 17, 18];The Plight of Africa's five million refugees;Zollner, Maxime Léopold
74739;1981;44767;[23, 24, 25, 26, 27];Science, pseudo-science and racism;Jacquard, Albert
74739;1981;44768;[28];The Declaration of Athens: scientists speak out against racism;Symposium to Examine Pseudo-scientific Theories Invoked to Justify Racism and Racial Discrimination Athens 1981
74739;1981;44771;[29, 30, 31];The Man who vanquished yellow fever;Pruna, Pedro M.|Pedraza, Rafael O.
74739;1981;44778;[31, 32, 33, 34, 35, 36];Saint Benedict of Nursia: a voice across the centuries;Penco, Gregorio
74778;1979;44779;[4, 5, 6, 7, 8, 9, 10, 11];Children of apartheid;Kunene, Mazisi
74778;1979;44780;[12, 13, 14, 15, 16, 17];Papua New Guinea: the cultural roots of a new nation;Kolia, John Alexander
74778;1979;44785;[17, 18, 19];Malanggan art of New Ireland;Godin, Patrice
74778;1979;44787;[20, 21];Profile of Papua New Guinea today;World Bank
74778;1979;44788;[23, 24, 25, 26, 27];Bitter harvest: half the world's population concerned in the drama of agrarian reform;
74778;1979;44792;[32, 33, 34];The Minaret of Jam: a UNESCO project to restore an historic Afghan monument;Bruno, Andrea
74778;1979;44793;[28, 29, 30, 31];Music of the Gulf: the song of the pearl-fishers;Touma, Habib Hassan
74780;1979;44796;[4, 5, 6, 7, 8, 9];Science and technology: the development dilemma;Abdel Rahman, Ibrahim Helmi
74780;1979;44806;[13, 14, 15];A Widening chasm between rich and poor: 900 million people still living in absolute poverty;Cox George, N.A.
74780;1979;44807;[16, 17];The Candle of learning: the tragedy of neglected scientific talent in the developing world;Salam, Abdus
74780;1979;44808;[20, 21, 22, 23, 24];Diminishing returns: a provocative view of the limitations of modern technology;Giarini, Orio
74780;1979;44809;[25, 26, 27, 28, 29, 30];The Search for a global strategy;Gvishiani, Dzhermen Mikhailovich
74780;1979;44814;[31, 32, 33];Meiji Japan: a case study in industrialization;Oshima, Keichi|Furuya, Keichi
74780;1979;44817;[34];The Decision-makers;Papa Blanco, Francisco F.
74777;1979;45083;[5];The General history of Africa;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)
74778;1979;45084;[22];Bertina goes to Rome;Wijngaarden, Bertina
45086;1979;45085;[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20];The Holy places of upper Nepal;Jest, Corneille
45086;1979;45088;[25, 26, 27, 28];The Buddhist vision in Thai art;Wichiencharoen, Adul
45086;1979;45089;[29, 30, 31, 32];Ancient gold from the melting-pot of Central Asia;Sarianidi, Viktor I.
45086;1979;45099;[35, 36, 37, 38, 39, 40, 41];"The Paintings of Pagan; temple walls that tell the story of the Buddha's many lives";Wenk, Klaus
78438;1978;45102;[4, 5, 6, 7, 8, 32];Learning to share the same globe;Platt, William J.
74780;1979;45103;[10, 11];Twelve 'musts' for development;Costa, João Frank da
78438;1978;45104;[16, 17, 18, 19, 20, 21];Space co-operation in orbit: the benefits of international research programmes;Leonov, Aleksei Arkhipovich
78438;1978;45105;[8, 9, 10, 11, 12, 13, 14, 15];The Colourful world of 'Third Theatre': testing new forms of communication at a unique theatre 'laboratory';Taviani, Ferdinando
78438;1978;45139;[22, 23, 24, 25];How risky is genetic engineering? Scientists from 24 countries review the latest findings;Behrman, Daniel
78438;1978;45143;[27, 28, 29, 30];Brunelleschi, the Florentine who launched Renaissance architecture;Gurrieri, Francesco
74785;1978;45144;[4];A Global challenge;Mageed, Yahia Abdel
74785;1978;45145;[5, 6, 7, 8, 9];The Impending water famine: if nothing is done, water resources in the world's populated areas will be nearly exhausted by the year 2015;Korzun, Valentin Ignatievich|Sokolov, Aleksei Aleksandrovich
74785;1978;45146;[8];The United Nations Water Conference;
74785;1978;45148;[10, 11, 12, 13, 14];Modern cities: an unquenchable thirst?;
74785;1978;45154;[15, 16];The Strange ways of H20;Batisse, Michel
74785;1978;45710;[17, 18, 19, 20, 21, 22];Will deserts drink icebergs?;Victor, Paul Emile
74785;1978;45711;[23, 24, 33];Redrawing the world's waterscapes: 'the next generation may see projects so vast as to compete with nature';Pournelle, Jerry
74785;1978;45713;[25, 26, 27, 28];Hydrology: a science 5,000 years in the making;Nace, Raymond L.
74785;1978;45718;[29, 30, 31, 32, 33];Sumatra's swampland pioneers;Francillon, Gérard
74786;1978;45721;[4, 5, 6, 7];"One man's luxury is another man's need; how education can sharpen our awareness of environmental issues";Fensham, Peter J.|Intergovernmental Conference on Environmental Education Tbilisi, USSR 1977
74786;1978;45725;[8, 9, 37, 38];Information please: towards a world science information network;Litukhin, Yuri Ivanovich
74786;1978;45843;[10, 11, 12, 13, 14, 15];Mankind's memory banks: the story of archives from the clay tablet to the computer;Favier, Jean
74786;1978;45847;[16, 17, 18, 23, 26, 27];Catalan masters of modern art;Ciríci Pellicer, Alexandre
74786;1978;45858;[18, 19, 20, 21, 22];The Anonymous painters of medieval Catalonia;
74786;1978;45859;[24, 25];Gaudi's phantasmagoria in stone;
74786;1978;45860;[28, 29, 30];The Whys and wherefores of education tomorrow;Hummel, Charles
74786;1978;45862;[30, 31, 32, 33, 34, 35, 36];Jules Verne: seer of the space age;Bombard, Alain
74801;1978;45895;[4, 5, 6, 7, 8];Flight without frontiers: 75 years after the Wright brothers, the International Civil Aviation Organization celebrates its 30th anniversary;Lambert, Yves
74801;1978;45899;[9, 10, 11];Down with decibels!;Sochor, Eugene
74801;1978;45902;[12, 13, 14];Destination development;Cabral, Luis|International Civil Aviation Organization|United Nations Development Programme
74801;1978;45906;[15, 16, 17, 18, 19];"The Sky's the limit; the endless possibilities of special purpose flying";Finn, Patrick
74801;1978;45910;[20, 21, 22];Safety first in the air;Fritsch, Olof|International Civil Aviation Organization
74801;1978;45911;[22, 23];World alert against hijacking: a decade of violence;Marrett, John|International Civil Aviation Organization
74801;1978;45914;[24, 25];Flying for thrills;Antonov, Oleg Konstantinovich
74801;1978;45916;[26, 27, 28, 29, 30, 31, 32];The Shape of things to come;LaFond, Charles D.
74801;1978;45917;[34];Sadriddin Ayni, a great Central Asian poet of freedom;
74803;1978;45931;[4, 5, 6, 8, 9];Before we are six: in ten years' time there will be 900 million children of pre-school age in the world;Dieuzeide, Henri
74803;1978;45935;[6, 7];Milestones: from birth to 3 years, from 3 to 6 years;International Children's Centre (France)
74803;1978;45967;[10, 11, 12, 13, 14, 15];School is other people: for African children the village community is one big family of teachers;Fafunwa, A. Babs
74803;1978;45968;[16, 17];What's in a game? How the children of Zaire play to learn;Masoka, Kimenga
74803;1978;45970;[18, 19, 20, 21];Should we re-think the preschool system?;Lurçat, Liliane
74803;1978;45973;[22, 23, 24];Love is not enough;White, Burton L.
74803;1978;45974;[24, 25, 26];"India's mobile crèches; an imaginative experiment in child-care";Mahadevan, Meera
74803;1978;45975;[27, 28, 29];Family and State: a shared responsibility;Zaporozhets, Aleksandr V.
74803;1978;45978;[28, 29, 30];It's never too early to learn;Nikitin, Boris
74803;1978;45981;[30];Jean-Jacques Rousseau, the children's champion;Sinaceur, Mohammad Allal
74803;1978;45983;[31, 32];Who teaches the teachers?;Fleming, Dorothy
74804;1978;45987;[4, 5, 6, 7];"Energy for tomorrow's world; human ingenuity applied to the natural resources of the earth can ensure the energy needs of future generations";Berkovsky, Boris M.
74804;1978;46010;[8, 9, 10];The Fast breeder: a nuclear reactor that produces more fuel than it consumes;Häfele, Wolf
74804;1978;46014;[11, 12];"Nuclear energy and the environment; are present safeguards adequate?";El-Hinnawi, Essam
74804;1978;46019;[13, 14, 15];Fusion power: can we reproduce and harness on earth the energy of the stars?;Pease, Rendel S.
74804;1978;46022;[16, 17, 18, 19, 20, 21];The Sun also surprises: from refrigeration to desalination, the myriad possibilities of solar energy;Ramachandran, A.|Gururaja, J.
74804;1978;46032;[22, 23];"Neptune's power station; ocean thermal energy conversion offers an inexhaustible and non-polluting energy source";Meyer, Richard Arlen
74804;1978;46036;[24, 25, 26];Tapping earth's fiery core;Haenel, Ralph
74804;1978;46039;[26];Reaping the wind;
74804;1978;46040;[27, 28];A Come-back for King Coal;Kouzminov, Vladimir Alekseyevich
74804;1978;46045;[29, 30, 31];Farming microbes for food and fuel;Rivière, Jan Willem Maurits la|DaSilva, Edgar J.
74804;1978;46046;[32, 33];The Case for hydrogen energy;Veziroglu, T. Nejat
74805;1978;46054;[4, 5];A Plea for the return of an irreplaceable cultural heritage to those who created it: an appeal by Mr. Amadou-Mahtar M'Bow, Director-General of UNESCO;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)
74805;1978;46056;[6, 7, 8, 9, 10, 11, 33];Return to the homeland: entire regions have been deprived of their cultural past;Fradier, Georges
74805;1978;46058;[12, 13];A Woman of high degree: 300 years' ago, Elena Lucrezia Cornaro Piscopia became the world's first woman Ph.D.;
74805;1978;46060;[14, 15, 16, 17, 18, 19, 20, 21, 22, 23];My years with Tolstoy;Makovitsky, Dushan Petrovich
74805;1978;46061;[24, 25, 26];Tolstoy: the struggle towards the light;Shklovsky, Victor Borisovich
74805;1978;46064;[27, 28, 29, 33];The Mother': the spiritual heir of Sri Aurobindo;Dass, Emmanuel Pouchpa
74805;1978;46065;[30, 31, 32];Technical co-operation among developing countries;Najman, Dragoljub
46076;1978;46082;[9, 10, 11, 12];The Making of the Slav community;Korolyuk, Vladimir D.
46076;1978;46095;[13, 14, 15, 16, 17];Magic, marriage and merry-making;Gura, Aleksandr A.|Ternovskaya, Olga A.|Tolstoy, Nikita I.
46076;1978;46109;[22, 23, 24, 25];The Slavs and Byzantium;Angelov, Dimitr|Litavrin, Gennady
46076;1978;46110;[26, 27];An Arab traveller to an antique land;
46076;1978;46111;[28, 29, 30, 31, 32];Tea and sympathy: an intricate network of trade and cultural links with the Orient;Suleimenov, Olzhas O.
46076;1978;46112;[32, 33, 34, 35, 36];Kiev, the mother of Russian cities;Asseyev, Yuri
46076;1978;46138;[41, 42];The Art of the Morava School: sensitivity and grace in fifteenth-century Serbia;Radojcic, Svetozar
46076;1978;46140;[43, 44, 45];Dubrovnik, gateway to the Latin West;Vuco, Vuk
46076;1978;46141;[46, 47, 48, 49, 50, 51, 52, 53];Workmanship in wood;
46076;1978;46142;[54, 55, 56, 72];The Common heritage: a cultural community stretching from the Baltic to the Black Sea;Vollmann, Slavomir
46076;1978;46143;[59, 60, 61, 62, 63];Dialogue with the West: a fruitful interplay of ideas and talent;Belza, Igor F.
46076;1978;46144;[64, 65, 66, 67];From Copernicus to Korolev: a 500-year journey into space;Suchodolski, Bogdan
46076;1978;46188;[68, 69, 70];Arts and crafts of Byelorussia;Sakhuta, Evgeni M.
46076;1978;46190;[70, 71, 72];A Phoenix rising from the ashes;Flaker, Alexandar
74795;1978;46193;[4, 5, 6];Human rights: a new school of law and learning;Vasak, Karel
74795;1978;46194;[11];UNESCO and respect for human rights;
74795;1978;46195;[7, 8, 9, 10, 11];"Human rights and the international community; twenty questions";Levin, Leah
74795;1978;46221;[12, 13];"Education for disarmament; freedom from fear is a fundamental human right";Rana, Swadesh
74795;1978;46227;[14, 15, 16, 17, 18, 19];Goya: an art that defied the powers of darkness;Amón, Santiago
74795;1978;46229;[20, 21];A Voice from the Third World;Coomaraswamy, Radhika
74795;1978;46234;[22, 23, 24];The Right to be informed;Lopatka, Adam
74795;1978;46239;[25, 26, 27, 28];A Challenge for the universities;Buergenthal, Thomas
74795;1978;46242;[29, 30];The Doctors' dilemma;Cotte, Louis
74795;1978;46245;[30];Chernyshevsky, a pioneer of social reform;Dnieprov, Eduard
74795;1978;46251;[31, 32, 33];"UNESCO, publisher to the world; in 32 years, 7,000 titles in 70 languages";Wegman, Edward
74806;1978;46252;[4, 5, 6, 7, 8];Today's lost generation: the unemployed young in the Western industrialized countries face the prospect of frequent joblessness, a long search for work, and marginal employment;Melvyn, Peter
74806;1978;46253;[9];The Right to work;
74806;1978;46255;[10];The Manpower situation in European socialist countries;International Labour Organization
74806;1978;46264;[11, 12, 13, 14, 15];The Employment crisis in the Third World: 1,060 million new jobs needed before the end of the century;
74806;1978;46266;[15];The Multinationals and the Third World;International Labour Organization
74806;1978;46268;[16, 17, 32];The Brain drain: a hidden subsidy from poor to rich;
74806;1978;46271;[18, 19, 20, 21, 22];Women at work: a European profile;Sullerot, Evelyne
74806;1978;46285;[23, 24];Workers can be choosers: in defence of free choice in working life;Rehn, Gösta
74806;1978;46287;[24, 25, 26];Society's poor relations: teachers count among the lowest paid workers;International Labour Organization
74806;1978;46292;[28, 29, 30, 31];Copyright: the creator's bread and butter;Saint-Blanquat, Henri de
74806;1978;46293;[32];UNESCO, youth and the right to work;
74807;1978;46295;[4, 5, 6, 7, 8, 9, 10];Spiritual landscape of traditional Korea;Chang, Byung Kil
74807;1978;46298;[11, 12];200 years before Gutenberg: the Master printers of Koryo;Ch'on, Hye Bong
74807;1978;46302;[13];A Graphic portrait of the human voice;Lee, Ki Mun
74807;1978;46312;[14, 15];Oriental octet;
74807;1978;46315;[16, 17, 18];"A Fresco of daily life; the wall paintings of Koguryo";
74807;1978;46316;[19, 20, 21];"Korean painting; an original contribution to Oriental art";Ch'oe, Sun U
